Provinsi/Kabupaten/Kota,,,,,,
,Pengeluaran per Kapita yang Disesuaikan menurut Jenis Kelamin (Ribu Rupiah/Orang/Tahun),,,,,
,Laki-laki,,,Perempuan,,
Sorong Selatan,-,7452,7764,-,3889,3984
Sorong,-,9925,10459,-,5014,5157
Raja Ampat,-,11349,11647,-,3662,3753
Tambrauw,-,7979,8270,-,2333,2430
Maybrat,-,7172,7486,-,3138,3328
Manokwari Selatan,-,8689,8912,-,1948,2033
Pegunungan Arfak,-,6355,6835,-,4087,4183
Kota Sorong,-,19173,19592,-,10434,10671
PAPUA BARAT DAYA,-,-,-,-,-,-
Raja Ampat,-,-,-,-,-,-
Sorong,-,-,-,-,-,-
Sorong Selatan,-,-,-,-,-,-
Maybrat,-,-,-,-,-,-
Tambrauw,-,-,-,-,-,-
Kota Sorong,-,-,-,-,-,-
PAPUA,10178,10562,10770,3891,4008,4167
Merauke,-,16424,16586,-,8031,8145
Jayawijaya,-,8189,8478,-,5326,5404
Jayapura,-,14525,14643,-,9067,9145
Nabire,-,14191,14353,-,8603,8718
Kepulauan Yapen,-,11191,11351,-,6585,6696
Biak Numfor,-,14401,14632,-,8695,8806
Paniai,-,10186,10433,-,2374,2444
Puncak Jaya,-,8401,8529,-,2090,2145
Mimika,-,19138,19257,-,4120,4156
Boven Digoel,-,12315,12486,-,4182,4284
Mappi,-,9620,9861,-,4452,4542
Asmat,-,9932,10053,-,1470,1519
Yahukimo,-,8648,8835,-,3350,3460
Pegunungan Bintang,-,8210,8329,-,4471,4542
Tolikara,-,8612,8734,-,1802,1864
Sarmi,-,9820,9927,-,4514,4575
Keerom,-,13068,13169,-,6761,6829
Waropen,-,10879,11058,-,2497,2578
Supiori,-,8434,8568,-,3059,3136
Mamberamo Raya,-,6870,7093,-,3661,3777
Nduga,-,3949,4131,-,4417,4509
Lanny Jaya,-,4355,4517,-,5732,5833
Mamberamo Tengah,-,4506,4608,-,4681,4778
Yalimo,-,7265,7372,-,4500,4597
Puncak,-,5668,5770,-,4337,4410
Dogiyai,-,8156,8313,-,3347,3421
Intan Jaya,-,7508,7699,-,3178,3263
Deiyai,-,6530,6700,-,2412,2572
Kota Jayapura,-,18015,18173,-,13595,13693
